1,2529,2754,2
1,2015,1222,2
1,3246,426,2
0,2606,241,2
0,54,3134,2
0,1268,1729,2
1,5478,5425,2
1,692,727,2
0,5467,4728,1
1,5435,4205,2
0,888,4958,2
0,4335,241,2
0,3541,2887,1
0,2990,3139,2
1,2394,84,1
0,5413,4061,2
0,2327,1379,2
0,1330,454,2
1,5415,997,2
1,5273,3717,1
0,1130,376,2
0,3761,2439,2
0,2992,3143,1
0,3981,2853,2
1,3630,461,2
1,2095,3089,2
1,2834,4289,0
1,1214,416,0
0,2084,4453,2
1,4408,3710,1
0,2548,3851,2
0,3656,5382,2
1,1027,2305,2
0,4867,118,2
1,5080,3637,1
0,4926,4140,2
1,5411,3989,2
0,4740,1486,1
1,4168,4753,2
1,3284,3840,1
0,4651,59,1
0,1389,1390,0
1,5498,5456,0
1,2934,4485,2
1,3,4770,1
0,3,344,1
1,216,4061,2
0,4655,1326,0
1,2540,3054,2
1,180,4223,2
1,4744,805,1
0,2781,5364,0
1,3777,825,0
0,324,4140,2
0,2665,2030,0
1,1208,2614,1
1,1665,5005,1
1,524,5061,2
1,2428,3356,1
0,1787,3631,2
0,1281,1367,0
1,2016,2912,2
1,1859,915,2
1,247,784,2
0,1871,2704,0
1,1158,4414,2
1,3763,3637,3
0,4779,241,2
1,2015,84,1
0,1323,4472,2
0,2399,3576,1
1,5171,746,2
1,3208,2915,2
1,3821,4421,1
0,919,856,0
0,2885,841,2
0,2992,2414,2
0,4609,4241,2
1,3492,3151,1
1,1040,4007,2
0,4972,2648,2
0,1634,557,2
0,1268,3450,2
0,1426,1729,2
0,4542,946,2
1,4750,1222,2
1,2310,439,0
0,3000,5253,2
0,1276,2616,1
0,3239,4647,2
1,91,4472,2
1,2391,4660,2
1,3630,426,2
0,197,241,2
0,2910,241,2
0,2142,4472,2
0,416,984,1
1,496,2648,2
0,1686,82,1
1,2872,1899,2
0,3761,618,2
1,4349,1545,2
1,3176,241,2
1,2298,4801,2
0,3908,4140,2
1,433,4140,2
1,2827,33,2
1,5254,4126,2
0,2112,3025,0
0,5327,241,2
0,4541,24,2
1,424,3573,2
0,3322,1430,2
0,2992,5020,2
0,1252,1127,2
0,106,3477,0
0,1935,2514,2
1,3714,3637,1
0,888,2159,2
1,1985,241,2
1,1026,1251,1
1,5476,4472,2
1,3711,370,3
1,2142,3323,1
0,1530,2569,2
0,3541,4822,1
1,1807,4116,2
1,4578,2030,0
0,2921,5304,2
0,3494,4699,0
0,2877,1192,2
0,2088,4926,2
1,2914,4629,2
1,2819,2159,2
1,1398,2552,1
1,2319,1711,2
0,2921,2807,2
1,4249,4421,1
1,5443,442,1
0,1003,4207,2
0,4107,344,1
1,535,3231,2
0,4603,4076,1
0,5435,1994,2
0,302,164,2
0,2073,4998,2
0,2936,3618,2
0,2321,3575,2
0,512,3864,0
1,1663,3448,0
0,1197,888,2
0,1319,2664,2
1,4779,946,2
1,783,4179,1
1,1416,4007,2
1,5405,3989,2
0,1100,1575,2
1,1164,556,2
1,545,4762,2
1,1621,898,2
0,5105,4527,2
0,3139,518,2
1,3532,13,2
1,3005,618,2
0,4140,1202,2
1,3794,2075,2
1,4216,1627,2
0,4318,738,2
1,1912,2040,1
1,3291,3840,1
1,2984,2418,2
0,3637,1686,1
0,5432,5336,1
1,5189,3834,2
1,162,4472,2
1,5044,241,2
1,1925,3307,2
0,3050,1846,1
0,3761,5311,2
1,2155,4140,2
1,3824,1278,2
0,458,3328,2
0,2029,5095,2
1,3746,1245,2
0,2514,2274,2
1,4531,1130,2
1,2673,2427,2
0,4186,2273,1
1,1398,4070,2
0,618,583,2
0,535,616,2
0,841,5201,2
1,4930,5213,1
0,33,2928,2
1,5213,646,3
1,368,4140,2
1,3374,2326,2
1,4779,2717,2
0,3545,4140,2
1,3208,1636,2
1,3084,3589,2
0,3738,3575,2
1,1966,324,2
0,4115,4472,2
0,1755,4393,0
0,4282,1711,2
1,3623,1251,1
0,1357,2967,0
0,3374,1143,2
0,1495,4715,2
0,531,1130,2
0,3276,3105,2
1,1957,3231,2
1,4750,59,1
0,1636,557,2
0,2531,2352,2
0,1204,2222,2
0,2032,59,1
0,121,1252,2
1,2350,241,2
0,3249,841,2
0,2136,1085,2
0,4609,4885,2
1,1357,241,2
1,3772,5008,3
0,2439,3262,2
0,254,1686,1
1,4014,670,0
0,3545,1100,2
1,2959,4140,2
0,5405,4921,2
1,1016,915,2
0,946,746,2
1,1261,618,2
0,3139,5148,2
1,5137,2371,0
1,4461,754,2
0,1671,2874,2
1,2645,5220,2
1,4974,4395,2
1,5119,3282,2
1,4494,4266,2
0,2255,241,2
1,3,746,2
0,3545,2823,2
1,4367,1790,2
1,496,2203,2
0,1185,4762,2
0,4820,5282,2
1,2180,4625,1
0,197,426,2
1,2631,4500,2
1,2416,984,1
0,2621,2811,2
1,2827,409,2
0,2823,3921,2
1,1915,3270,2
0,4266,4061,2
0,1052,1636,2
1,5415,657,2
0,4061,616,2
0,241,3892,2
1,2880,3717,1
0,5393,2033,2
1,3738,4522,0
1,2584,2910,2
1,5470,560,0
0,3970,3495,0
0,583,354,2
0,3850,4686,0
0,5321,4357,2
0,611,2937,0
0,2291,2921,2
1,847,2514,2
0,1980,66,1
0,975,426,2
0,4663,3700,2
1,3847,5063,0
1,958,1350,2
1,3541,1437,2
0,1260,5389,3
0,59,5066,1
0,1430,841,2
0,3058,5364,0
1,1276,254,1
1,2992,5425,2
0,2270,184,2
1,5462,4753,2
0,3166,324,2
0,3533,4126,2
0,4553,2648,2
0,5435,33,2
1,5104,292,0
0,3658,746,2
0,3720,84,1
0,3160,141,2
1,5470,3339,2
0,461,1636,2
1,1382,2568,2
0,1636,1304,2
1,804,4488,1
0,1388,3989,2
0,185,1742,0
1,4759,4085,0
0,2677,2132,2
1,3318,1251,1
1,3890,5381,2
0,295,982,2
1,4506,3163,1
1,2937,4728,1
1,707,3782,0
1,249,4453,2
1,5075,82,1
0,3543,4465,2
0,2414,4086,2
0,1333,4845,2
1,3738,984,1
1,2880,4596,1
0,4876,1239,2
0,4357,1430,2
1,942,5098,2
0,5470,1678,2
1,3862,5107,2
1,4186,1251,1
0,5082,2588,2
0,5391,1701,2
1,628,1486,0
1,958,1350,2
0,2094,4405,0
1,1494,2742,1
1,4713,3000,2
1,1164,4715,2
1,1714,1870,2
0,1100,3545,2
0,3103,1376,2
0,5132,2780,1
0,5213,4699,1
0,4071,746,2
1,932,1961,2
1,513,2032,1
0,5020,154,2
1,2475,100,2
1,2529,1961,2
0,2376,4420,2
1,2723,4073,2
1,2095,3089,2
0,4352,4762,2
0,622,900,0
1,4503,2879,1
1,1268,757,2
1,3784,4997,2
0,4761,4738,2
0,4352,618,2
1,3359,1701,2
1,4865,4140,2
0,4649,2649,2
1,3734,3111,2
1,1346,1369,0
0,4513,3232,2
0,3784,5425,2
0,1975,4072,1
1,2686,4557,1
0,978,281,2
1,2183,4885,2
0,4507,4067,2
0,2577,255,2
0,1252,746,2
1,2723,1587,1
1,1276,3989,2
1,4431,2760,1
0,1909,241,2
1,4905,1942,2
0,2323,3250,2
0,3746,5382,2
0,783,3840,1
1,1273,1977,0
0,4473,841,2
1,3781,1742,1
0,1261,3591,2
0,4817,5425,2
1,4695,308,1
1,4790,5272,2
1,1185,2780,1
0,3420,2973,2
1,2843,1496,1
1,1275,2879,1
0,3734,4792,0
1,2756,3637,1
0,3494,1575,2
0,1261,2606,2
1,5239,1310,2
1,3280,4306,0
0,4732,4410,2
0,5183,1769,2
1,4408,1769,2
1,4431,1486,1
0,181,241,2
1,87,3861,1
1,4651,5427,0
1,3784,1994,2
0,4750,1437,2
1,247,457,2
0,5054,2841,2
0,2007,4188,0
1,919,4472,2
1,1518,3911,2
1,1824,1202,2
1,2800,412,2
1,3492,3050,1
1,1049,2621,2
0,5164,2373,0
0,1398,1355,2
1,246,1278,2
0,1814,1278,2
0,3753,5148,2
1,1462,1125,0
1,2584,4715,2
1,975,1690,2
0,290,68,1
1,363,174,2
1,5044,5425,2
0,4948,52,1
0,1245,841,2
0,4944,3654,0
1,335,1947,1
1,2235,2094,0
1,1579,5304,2
1,3784,3758,2
1,4970,4541,2
1,1186,2810,2
0,4357,3139,2
0,1310,302,2
1,1038,3676,0
0,5364,3178,0
0,521,3120,2
1,1008,2941,2
1,2819,768,2
1,4149,2231,2
1,104,5148,2
1,2689,2011,1
1,5180,3545,2
1,5254,2621,2
1,3908,654,0
1,1985,33,2
0,1008,4874,2
0,4491,1277,0
0,5213,2879,1
0,568,1457,2
1,2504,1457,2
1,4503,5148,2
